city,state,ward_id,population,households,organic_waste_tpd,animal_waste_tpd,total_waste_tpd,estimated_biogas_m3_day,estimated_methane_pct,electricity_potential_kwh_day,latitude,longitude,collection_efficiency_pct,digester_capacity_tpd,plant_utilization_pct,recommended_ai_cluster,co2_reduction_tonnes_year
Solapur,Maharashtra,46,1841,2320,15.2,1.44,11.56,732.44,61.15,414.78,17.664574,75.949453,74.55,25.25,43.94,3,704.99
Solapur,Maharashtra,31,3574,472,23.43,7.09,12.01,845.84,56.57,1505.68,17.670086,75.945657,78.16,31.27,54.35,5,727.53
Solapur,Maharashtra,35,9492,971,21.5,4.56,14.32,923.49,62.27,246.24,17.636013,75.934348,79.69,17.67,56.1,7,1041.56
Solapur,Maharashtra,33,2145,463,17.71,5.14,5.36,894.75,58.24,1389.2,17.73419,75.918837,71.21,8.49,68.14,4,1720.23
Solapur,Maharashtra,21,5763,764,5.63,10.2,9.55,1053.97,63.95,2232.97,17.681382,75.879487,67.17,11.53,53.92,1,208.47
Solapur,Maharashtra,32,10301,796,8.22,3.99,3.19,292.18,64.22,2119.0,17.746767,75.941341,82.3,36.46,44.78,7,2302.24
Solapur,Maharashtra,23,7636,999,22.2,5.64,19.48,529.29,51.04,2224.54,17.721503,75.877556,88.9,6.01,48.24,2,225.52
Solapur,Maharashtra,33,10146,2742,6.61,4.65,6.12,1141.53,56.85,2316.81,17.683356,75.930081,82.74,43.54,48.7,1,2129.26
Solapur,Maharashtra,3,11400,1002,8.76,17.1,28.26,524.18,59.15,395.64,17.742056,75.941826,92.28,36.25,82.13,5,2159.18
Solapur,Maharashtra,18,4469,2240,5.42,17.03,11.72,219.85,53.84,452.56,17.675731,75.9103,83.69,39.56,54.22,5,1315.84
Solapur,Maharashtra,25,4528,2655,17.71,11.17,37.91,668.5,56.11,1458.97,17.733066,75.930306,85.58,42.62,75.73,1,432.35
Solapur,Maharashtra,42,9143,2091,23.74,16.68,35.24,202.63,60.17,2250.84,17.653722,75.92917,61.72,10.52,68.39,4,1408.53
Solapur,Maharashtra,31,4181,482,8.55,14.25,13.71,307.2,53.4,2439.72,17.656796,75.869316,71.78,42.01,88.85,4,1553.28
Solapur,Maharashtra,3,5129,928,13.2,10.82,31.98,1198.12,59.03,258.72,17.66272,75.916792,74.4,27.71,53.64,2,2075.69
Solapur,Maharashtra,40,5725,2031,16.77,0.61,32.72,686.33,60.46,986.07,17.681994,75.859347,65.25,44.85,47.92,6,1376.04
Solapur,Maharashtra,46,4567,845,24.99,14.02,39.5,398.15,51.36,650.3,17.683024,75.900785,76.14,44.9,42.6,2,1056.42
Solapur,Maharashtra,24,7441,1887,4.86,12.79,25.12,1194.15,57.46,1926.52,17.67446,75.866224,66.63,6.09,52.05,3,2031.3
Solapur,Maharashtra,50,2886,923,13.72,11.27,6.03,1162.55,53.95,1654.46,17.6459,75.891635,82.5,22.23,74.2,6,2356.57
Solapur,Maharashtra,32,4366,893,11.17,13.81,26.93,573.63,60.87,431.74,17.739081,75.933298,73.81,28.69,44.26,7,1590.84
Solapur,Maharashtra,47,6288,1043,21.98,9.48,26.12,371.65,52.84,1286.28,17.688288,75.948717,73.35,35.53,52.24,3,2113.6
Solapur,Maharashtra,22,6990,2068,13.21,12.82,26.62,1019.01,63.38,1760.79,17.661161,75.881796,94.35,17.88,82.77,2,1485.12
Solapur,Maharashtra,23,5624,1759,5.0,16.87,14.36,881.5,56.46,1980.66,17.697677,75.903196,70.7,16.35,69.15,6,1692.72
Solapur,Maharashtra,2,9840,2248,16.77,7.08,34.81,849.37,52.97,197.12,17.715195,75.90113,69.49,22.16,43.48,6,1689.02
Solapur,Maharashtra,27,5350,2368,19.84,12.89,38.5,1080.29,56.57,2242.6,17.744109,75.94544,67.74,27.54,42.38,3,1726.91
Solapur,Maharashtra,42,6915,2744,2.56,8.82,11.06,852.15,56.13,1487.81,17.674932,75.897858,90.79,47.8,43.06,1,851.91
Solapur,Maharashtra,2,11750,404,21.83,12.3,6.26,397.85,56.43,2057.99,17.616815,75.919911,74.87,39.29,87.09,4,1432.51
Solapur,Maharashtra,26,9179,2539,6.69,13.85,10.2,857.13,58.78,2048.65,17.666115,75.942179,79.0,24.32,82.49,6,1474.63
Solapur,Maharashtra,17,8319,316,14.92,1.3,33.36,422.51,57.82,596.15,17.671846,75.887338,62.23,7.45,82.25,7,838.36
Solapur,Maharashtra,40,10828,692,11.86,11.82,28.04,930.35,52.25,408.9,17.734549,75.940212,76.64,12.58,86.21,7,917.66
Solapur,Maharashtra,33,9878,724,18.69,4.47,26.53,774.12,50.98,1845.03,17.65922,75.941746,65.99,25.52,65.26,6,1857.92
Solapur,Maharashtra,9,10942,2476,10.85,12.23,17.87,166.7,60.94,517.6,17.742999,75.943066,84.23,41.62,52.37,3,1448.61
Solapur,Maharashtra,43,2833,871,22.07,8.7,24.38,654.38,58.4,2147.35,17.67277,75.877045,88.3,22.13,60.07,6,460.2
Solapur,Maharashtra,48,5650,2376,18.94,14.04,14.39,464.5,55.39,1856.55,17.746067,75.890036,83.59,29.23,75.94,3,2029.81
Solapur,Maharashtra,39,8266,1420,17.07,2.66,20.66,448.0,62.13,2128.29,17.60123,75.93704,84.21,45.13,83.8,1,2133.5
Solapur,Maharashtra,29,4211,541,20.42,11.46,32.34,754.53,55.82,852.68,17.734822,75.885916,75.5,46.12,61.75,7,1182.8
Solapur,Maharashtra,42,6353,2579,19.47,5.37,39.31,441.0,61.94,894.01,17.739668,75.910025,83.48,14.71,66.77,6,596.31
Solapur,Maharashtra,26,7712,1088,3.31,15.43,37.5,950.12,54.59,1727.37,17.744153,75.861805,71.91,6.96,86.59,5,2280.54
Solapur,Maharashtra,35,8979,1014,11.38,16.75,37.55,159.29,51.09,223.9,17.601961,75.855627,81.06,18.74,45.37,2,2131.57
Solapur,Maharashtra,50,6908,1058,23.44,17.94,17.88,819.63,63.99,1857.27,17.625755,75.891199,65.36,36.31,83.11,7,677.19
Solapur,Maharashtra,25,11477,1075,5.33,14.43,20.35,986.3,55.92,2114.09,17.698065,75.907892,57.79,47.8,47.97,1,337.95
Solapur,Maharashtra,24,9215,2547,19.08,13.69,29.11,833.57,61.89,1125.63,17.603821,75.88927,71.54,8.47,64.19,5,1124.69
Solapur,Maharashtra,13,10442,378,24.43,4.27,37.12,636.9,54.19,1947.47,17.609541,75.907774,73.47,6.28,50.92,7,1662.19
Solapur,Maharashtra,7,3262,1155,3.67,6.38,8.25,1144.34,59.7,560.34,17.633162,75.901508,65.26,44.79,70.15,1,519.89
Solapur,Maharashtra,36,8601,1739,17.85,8.65,14.26,415.93,63.1,907.31,17.676866,75.918571,84.11,38.67,67.93,4,1290.12
Solapur,Maharashtra,45,9174,2796,13.03,14.03,8.15,101.47,50.62,2439.62,17.681885,75.914953,57.94,49.65,59.0,1,1089.95
Solapur,Maharashtra,20,7622,2434,15.53,16.51,25.64,563.83,62.46,2467.87,17.605139,75.892425,63.91,22.86,83.17,1,2150.46
Solapur,Maharashtra,1,1981,2448,4.42,3.81,14.33,116.97,58.57,1354.62,17.625555,75.8925,84.94,23.72,72.99,4,1099.41
Solapur,Maharashtra,8,1653,1331,3.47,16.64,15.07,1148.41,59.11,2345.53,17.674956,75.864078,72.48,12.75,76.06,6,1337.01
Solapur,Maharashtra,46,9117,1144,17.5,12.67,5.62,315.11,57.85,1378.42,17.689091,75.901324,83.21,10.21,47.53,2,2298.05
Solapur,Maharashtra,16,3024,386,21.02,11.19,15.94,963.6,63.12,835.23,17.62226,75.908718,77.7,31.04,84.16,5,803.3
Solapur,Maharashtra,14,3620,2390,20.1,4.0,34.91,947.52,50.65,777.21,17.659826,75.897649,93.03,21.39,48.35,7,778.9
Solapur,Maharashtra,12,3843,707,14.74,1.47,11.62,323.86,53.92,2334.34,17.73566,75.882571,78.91,8.61,51.14,3,1943.08
Solapur,Maharashtra,51,6636,1968,4.75,10.45,28.72,775.77,63.14,555.25,17.749835,75.922165,55.59,44.91,46.4,2,752.79
Solapur,Maharashtra,23,7260,447,17.98,11.9,26.3,133.85,61.29,1512.14,17.748082,75.857466,69.12,13.93,62.02,7,2016.65
Solapur,Maharashtra,15,2740,2624,7.94,4.19,34.95,621.6,50.26,1455.48,17.732251,75.941444,60.72,38.69,84.39,1,337.82
Solapur,Maharashtra,28,1560,531,23.0,10.24,7.89,96.4,57.76,1888.11,17.659199,75.852064,91.99,17.7,52.62,3,373.68
Solapur,Maharashtra,34,10630,2250,21.36,15.49,39.17,1111.68,57.94,1323.22,17.702986,75.946235,59.16,41.58,58.69,4,2175.02
Solapur,Maharashtra,2,3139,665,18.46,15.11,24.56,1173.22,56.01,789.87,17.662489,75.896236,70.51,10.33,82.3,2,1353.05
Solapur,Maharashtra,32,7685,1974,23.85,16.73,39.83,328.96,54.46,548.08,17.697279,75.891267,64.04,39.02,70.89,6,1758.9
Solapur,Maharashtra,23,9470,735,3.21,6.9,36.73,313.08,60.23,1608.92,17.646415,75.875644,88.87,9.42,77.58,5,633.66
Solapur,Maharashtra,22,2752,698,19.06,6.07,11.2,924.17,53.12,1839.63,17.69093,75.851007,67.34,25.11,50.7,2,499.11
Solapur,Maharashtra,51,5703,1534,9.93,13.61,5.08,363.78,61.98,1488.38,17.678564,75.877479,94.68,38.03,75.82,2,2023.7
Solapur,Maharashtra,25,9863,1714,22.89,8.04,12.46,1082.49,62.05,1885.13,17.603672,75.86094,56.54,12.79,51.38,6,937.66
Solapur,Maharashtra,22,11150,862,8.5,2.03,22.52,722.8,56.23,482.57,17.718605,75.915982,60.13,17.85,89.37,3,1157.47
Solapur,Maharashtra,22,5049,2789,18.81,5.45,9.35,472.87,54.25,2223.8,17.601785,75.881907,63.99,43.91,67.99,4,183.78
Solapur,Maharashtra,49,5697,1584,22.25,7.83,9.2,1012.62,54.26,1518.63,17.643973,75.926718,87.44,44.83,74.78,6,999.81
Solapur,Maharashtra,42,8509,1072,3.44,5.62,20.12,632.62,57.23,448.08,17.600889,75.870692,90.14,7.02,45.92,7,1876.6
Solapur,Maharashtra,6,8167,2697,11.45,6.31,4.23,1101.03,60.79,1235.52,17.65643,75.940023,57.86,12.56,52.53,4,1992.51
Solapur,Maharashtra,15,3822,2337,19.65,5.64,7.51,1119.38,55.38,2135.26,17.609474,75.902298,56.3,10.29,46.99,6,1713.16
Solapur,Maharashtra,43,11328,1643,12.74,1.23,18.39,265.27,59.15,2259.27,17.737027,75.861451,84.78,13.09,59.51,2,1698.17
Solapur,Maharashtra,37,5590,2485,8.51,11.65,5.34,82.6,55.74,771.93,17.662352,75.890085,60.33,48.66,54.21,4,1274.23
Solapur,Maharashtra,33,8460,1873,7.45,10.95,17.68,1182.0,54.57,1821.47,17.668924,75.870676,60.32,29.82,76.65,3,1347.39
Solapur,Maharashtra,8,4504,1291,5.46,11.93,20.54,1094.87,50.37,384.97,17.652478,75.869969,55.89,26.07,45.44,3,1813.2
Solapur,Maharashtra,44,6636,2715,21.79,3.87,19.7,142.1,50.06,228.83,17.694126,75.900637,56.99,49.3,77.6,5,683.85
Solapur,Maharashtra,44,1829,1546,15.45,5.67,35.16,1013.0,53.41,1466.94,17.717661,75.917189,65.55,30.06,42.29,4,647.86
Solapur,Maharashtra,5,5140,659,4.22,11.34,22.61,592.74,56.1,1782.84,17.697222,75.941162,57.6,34.75,50.1,5,2285.83
Solapur,Maharashtra,39,9482,1220,11.11,10.99,20.32,370.04,62.77,2020.1,17.712231,75.900216,69.76,19.97,79.6,7,183.13
Solapur,Maharashtra,4,5607,2676,10.77,9.36,18.2,1064.2,61.98,949.51,17.735896,75.946584,88.31,22.2,77.14,6,437.98
Solapur,Maharashtra,6,2841,1262,6.59,6.63,33.25,300.27,54.01,165.33,17.729532,75.944163,68.05,31.75,63.82,1,1420.36
Solapur,Maharashtra,45,9907,2127,12.3,16.48,36.12,1140.98,53.67,1276.87,17.701109,75.936506,84.11,8.14,42.5,7,1802.26
Solapur,Maharashtra,32,1838,1913,9.97,6.45,34.57,310.3,53.41,187.26,17.632196,75.899998,58.76,16.51,70.49,3,1346.39
Solapur,Maharashtra,30,7395,1940,10.19,8.47,27.92,767.33,55.09,366.16,17.695655,75.86409,81.38,13.86,60.34,2,929.55
Solapur,Maharashtra,47,4208,2516,19.13,12.37,8.08,329.86,57.47,917.72,17.675912,75.87179,67.67,5.72,55.83,3,2349.79
Solapur,Maharashtra,35,3250,516,7.52,10.0,13.24,691.15,56.58,1177.35,17.707583,75.914767,84.99,29.16,72.02,1,1724.78
Solapur,Maharashtra,40,7104,677,16.94,6.57,4.7,846.05,53.27,806.75,17.72494,75.892175,60.45,30.25,61.83,2,2015.57
Solapur,Maharashtra,16,3921,418,15.34,8.12,37.44,293.06,51.96,1517.38,17.711408,75.86468,90.92,22.28,44.62,4,211.76
Solapur,Maharashtra,13,8619,489,15.28,14.4,27.45,663.39,50.19,280.07,17.726984,75.897899,64.7,17.09,85.8,4,657.9
Solapur,Maharashtra,50,10401,669,17.42,5.37,30.62,605.35,52.31,489.76,17.60958,75.851743,69.13,34.34,78.92,7,973.11
Solapur,Maharashtra,42,6819,2101,14.84,2.99,14.53,159.56,60.58,1783.86,17.604743,75.92339,93.01,11.06,42.82,3,536.33
Solapur,Maharashtra,30,8109,2496,22.28,5.98,34.29,996.5,53.65,484.03,17.638775,75.857358,78.14,28.34,66.25,2,286.21
Solapur,Maharashtra,19,6887,951,17.7,15.37,12.61,455.96,57.03,1653.47,17.7351,75.912911,69.63,39.56,44.17,6,633.21
Solapur,Maharashtra,17,5493,2182,14.81,2.06,3.06,723.53,58.87,278.51,17.723549,75.929301,92.98,12.39,81.86,2,1336.69
Solapur,Maharashtra,19,10180,1811,21.17,17.85,16.93,656.56,63.3,1107.35,17.702409,75.863264,68.16,38.9,70.65,5,1706.3
Solapur,Maharashtra,28,9544,1069,16.14,9.97,24.12,654.85,63.33,566.91,17.705114,75.901864,58.79,39.24,48.62,1,1884.77
Solapur,Maharashtra,26,9738,2721,9.05,17.73,20.71,200.09,61.19,407.65,17.709001,75.927907,94.87,7.7,41.04,7,217.89
Solapur,Maharashtra,37,6373,1080,7.16,16.93,34.9,554.3,50.53,1482.53,17.74139,75.876063,65.71,5.85,41.58,4,1095.81
Solapur,Maharashtra,26,6306,2016,5.93,8.42,6.9,586.65,58.63,2331.59,17.724829,75.866292,89.05,48.83,65.37,3,398.64
Solapur,Maharashtra,23,10092,2507,22.74,3.97,23.49,901.68,61.8,278.75,17.693509,75.883682,61.62,13.7,76.72,2,1103.14
Solapur,Maharashtra,9,7413,2698,18.48,3.39,21.98,1020.82,50.26,1140.65,17.699857,75.90547,84.25,42.0,46.04,4,1109.46
Solapur,Maharashtra,12,8624,1611,23.59,4.7,13.41,690.38,58.25,1812.71,17.632061,75.907528,75.98,30.28,51.06,3,1255.92
Solapur,Maharashtra,1,4657,1549,16.07,12.93,33.42,177.2,62.87,1237.32,17.698598,75.863088,94.24,16.9,56.36,4,2155.65
Solapur,Maharashtra,1,1890,822,13.15,5.28,30.86,345.27,57.11,2045.27,17.663702,75.895757,77.11,10.85,50.9,3,1955.62
Solapur,Maharashtra,47,5930,821,3.84,6.47,30.12,264.73,50.06,572.17,17.622944,75.876828,56.0,27.35,59.57,4,1571.72
Solapur,Maharashtra,34,10320,1082,17.61,8.35,35.42,219.57,50.17,2405.05,17.72096,75.934202,79.16,23.33,67.98,6,2138.73
Solapur,Maharashtra,32,9186,2620,15.6,16.48,29.74,489.81,56.25,1055.13,17.676537,75.881358,60.81,36.45,74.25,5,1666.91
Solapur,Maharashtra,48,5732,1235,24.78,3.81,11.58,336.92,52.33,952.69,17.746614,75.93387,86.94,45.69,88.19,1,1986.99
Solapur,Maharashtra,25,9507,2530,7.88,0.59,29.11,324.5,59.97,2205.32,17.642252,75.892856,89.26,41.24,86.54,4,1405.41
Solapur,Maharashtra,40,3021,1988,14.44,1.55,14.39,141.26,60.63,1475.09,17.672101,75.922659,74.28,17.35,68.51,1,1317.5
Solapur,Maharashtra,45,10518,787,17.15,16.33,11.96,99.79,52.67,1363.64,17.667199,75.901006,86.33,44.55,76.71,4,1770.94
Solapur,Maharashtra,1,3000,2150,17.0,11.83,5.7,195.1,63.33,1858.4,17.618117,75.912196,60.8,42.5,87.54,7,164.89
Solapur,Maharashtra,16,8237,1145,15.13,5.28,30.53,272.86,56.63,1512.61,17.663917,75.889536,74.68,46.81,44.17,2,1694.06
Solapur,Maharashtra,39,4794,2471,19.98,3.6,29.31,562.7,52.14,531.91,17.643133,75.926821,70.76,25.64,40.28,5,2250.7
Solapur,Maharashtra,5,6585,2761,7.11,5.65,11.68,651.78,61.46,1734.36,17.624048,75.892519,79.45,39.59,41.49,7,1747.79
Solapur,Maharashtra,22,3919,2303,18.83,2.51,30.73,237.46,61.85,463.65,17.642323,75.895746,56.78,31.62,68.17,6,203.89
Solapur,Maharashtra,29,10626,2048,16.44,16.98,36.96,555.76,59.59,2043.77,17.634988,75.901768,85.08,18.97,78.14,5,981.58
Solapur,Maharashtra,3,4542,985,22.66,14.22,7.0,462.76,62.8,2475.88,17.710111,75.933182,58.17,49.75,58.35,1,1965.85
Solapur,Maharashtra,12,5997,2460,21.56,8.59,11.61,285.43,61.06,1036.86,17.604616,75.915938,81.26,6.72,67.26,2,2305.63
Solapur,Maharashtra,26,2966,2469,9.59,15.64,30.76,87.66,63.23,1195.18,17.692619,75.884916,55.74,12.3,65.82,3,963.97
Solapur,Maharashtra,16,5061,1867,8.72,4.87,13.16,603.06,56.51,259.12,17.714099,75.917032,88.28,45.16,44.74,7,2037.92
Solapur,Maharashtra,51,2114,1545,24.59,13.05,26.11,847.93,61.21,182.27,17.672109,75.914243,61.99,7.73,56.08,5,2089.49
Solapur,Maharashtra,37,6892,338,14.36,15.48,6.0,333.43,65.0,2315.34,17.739735,75.943102,75.62,44.91,40.97,6,401.09
Solapur,Maharashtra,22,9193,1079,22.89,6.74,19.73,227.62,60.87,452.27,17.706182,75.934142,65.46,37.18,45.54,7,2048.4
Solapur,Maharashtra,29,10874,1556,6.19,13.76,30.35,1073.49,51.71,1197.58,17.712189,75.914745,83.91,6.65,80.59,2,859.29
Solapur,Maharashtra,14,4723,2496,16.96,5.66,28.4,388.03,57.77,2066.08,17.62954,75.884151,67.85,24.32,81.47,2,1472.58
Solapur,Maharashtra,28,8638,2227,20.72,5.73,33.16,330.45,58.81,2239.9,17.716594,75.927958,83.98,38.95,80.1,1,1348.83
Solapur,Maharashtra,5,4167,601,23.82,2.37,35.47,1039.95,52.61,1370.58,17.724814,75.907521,66.39,31.24,76.34,6,1631.76
Solapur,Maharashtra,47,9480,2585,10.09,8.2,31.61,995.16,64.44,1477.83,17.65419,75.948527,85.1,47.11,79.67,2,1808.26
Solapur,Maharashtra,49,1630,946,18.81,13.27,27.85,582.15,52.63,1723.76,17.632004,75.874751,56.22,44.04,73.55,2,1125.21
Solapur,Maharashtra,30,4483,962,14.62,16.95,4.17,627.95,52.66,2409.25,17.657758,75.857966,66.33,19.97,73.49,3,2145.35
Solapur,Maharashtra,46,5778,2583,3.86,11.07,22.79,323.88,63.73,1566.27,17.710941,75.856989,74.95,8.81,73.37,1,1965.66
Solapur,Maharashtra,5,8626,2059,18.02,15.6,4.39,167.7,56.98,1464.77,17.662646,75.914003,56.8,47.49,65.7,1,1910.76
Solapur,Maharashtra,12,9730,2550,18.03,14.89,32.9,722.24,50.95,184.16,17.710498,75.943926,62.44,28.28,58.17,6,1164.8
Solapur,Maharashtra,16,9194,555,23.44,3.53,14.87,190.15,58.97,340.23,17.617035,75.850193,92.38,8.35,76.51,2,205.67
Solapur,Maharashtra,26,8140,897,13.69,9.0,23.81,583.19,59.03,1506.35,17.720902,75.922577,94.07,41.75,54.93,3,1242.34
Solapur,Maharashtra,26,6968,961,7.68,2.55,13.34,1133.36,50.97,2350.16,17.637981,75.915707,84.59,44.08,67.15,4,2168.46
Solapur,Maharashtra,48,2420,534,3.5,12.44,31.95,1147.17,64.59,2186.72,17.637339,75.92323,65.09,33.77,61.67,5,554.23
Solapur,Maharashtra,21,9064,1668,11.85,17.12,35.8,348.05,58.16,2459.06,17.688557,75.885541,65.42,25.14,53.83,7,2360.31
Solapur,Maharashtra,39,10184,1069,9.29,2.9,17.75,779.01,58.4,1390.41,17.610518,75.93205,80.83,34.8,88.73,1,1961.53
Solapur,Maharashtra,36,10823,512,19.62,13.34,34.93,610.97,57.8,2001.64,17.603945,75.854471,59.7,36.8,52.94,3,1738.41
Solapur,Maharashtra,33,10002,762,10.47,11.56,12.88,1060.77,59.16,2124.94,17.639154,75.925543,92.93,45.19,55.46,6,1663.92
Solapur,Maharashtra,30,10430,2783,23.85,10.71,22.78,384.0,53.96,1672.87,17.68071,75.876707,63.99,48.01,48.08,3,1458.42
Solapur,Maharashtra,37,4741,582,24.15,7.33,34.77,84.15,54.31,946.06,17.736142,75.897684,94.99,28.14,81.15,2,1763.13
Solapur,Maharashtra,23,2045,1786,16.47,6.71,15.06,262.07,57.67,1254.45,17.726965,75.932264,74.83,40.93,69.33,5,1081.94
Solapur,Maharashtra,10,5846,1730,23.39,1.29,38.3,471.47,62.1,2166.11,17.673567,75.877136,85.86,48.4,70.65,1,2047.26
Solapur,Maharashtra,5,11496,387,19.62,4.31,7.51,433.61,50.75,851.59,17.605558,75.868521,55.09,11.81,81.03,4,1707.67
Solapur,Maharashtra,36,5310,1367,14.8,0.77,3.68,966.33,59.05,2320.8,17.680288,75.918131,90.55,5.82,57.15,2,1878.46
Solapur,Maharashtra,34,8706,760,6.56,10.67,36.45,842.23,62.1,690.04,17.705719,75.903339,65.8,44.1,49.68,1,1926.87
Solapur,Maharashtra,31,10505,2625,12.82,2.35,5.54,415.5,52.35,1911.36,17.650875,75.90144,81.72,13.79,49.92,7,329.92
Solapur,Maharashtra,10,3532,2768,15.12,15.78,39.7,592.67,50.23,1631.81,17.616659,75.875677,87.25,6.91,76.63,6,246.86
Solapur,Maharashtra,19,9936,2024,21.94,9.66,38.2,187.03,54.69,1911.56,17.641785,75.853488,61.57,12.2,70.71,1,1946.25
Solapur,Maharashtra,32,1771,1676,13.33,12.74,8.07,1085.92,58.82,1177.77,17.715738,75.891027,72.7,22.29,50.32,3,711.4
Solapur,Maharashtra,1,5011,814,22.7,7.69,22.89,1127.68,52.07,2341.71,17.652687,75.860656,74.75,14.87,47.25,7,1446.89
Solapur,Maharashtra,5,3271,1002,17.67,10.31,9.84,1177.38,56.39,1636.31,17.721797,75.940599,67.48,18.74,46.03,5,1131.66
Solapur,Maharashtra,45,10954,1953,5.58,17.0,18.84,1052.78,58.28,827.5,17.647928,75.854125,74.27,48.89,71.39,4,170.25
Solapur,Maharashtra,4,5861,2366,24.89,1.95,5.27,274.84,58.98,1650.37,17.624533,75.893165,67.7,36.7,40.01,5,211.84
Solapur,Maharashtra,16,8569,322,14.36,4.94,11.29,131.74,54.12,824.02,17.665377,75.855225,69.43,37.05,40.92,3,2005.85
Solapur,Maharashtra,24,2420,2760,11.32,14.15,16.44,729.15,56.0,840.04,17.667841,75.859554,81.77,9.26,59.48,4,1505.5
Solapur,Maharashtra,16,9690,1353,17.33,2.23,19.23,1102.12,61.68,1089.06,17.602416,75.915887,80.3,37.94,74.57,4,1314.36
Solapur,Maharashtra,2,4930,2130,4.95,1.82,39.17,278.63,64.12,2153.21,17.617557,75.914711,64.29,38.27,74.75,2,2273.12
Solapur,Maharashtra,49,5935,2455,16.82,6.83,32.89,87.89,62.93,1325.7,17.627739,75.853305,90.9,34.69,61.51,4,514.7
Solapur,Maharashtra,28,5260,1604,13.71,2.11,30.28,982.16,58.46,1745.42,17.617038,75.850113,89.51,15.28,74.55,1,708.17
Solapur,Maharashtra,32,3550,1434,11.65,10.74,22.87,166.01,56.15,1071.12,17.651229,75.857882,75.36,24.04,66.05,5,1845.37
Solapur,Maharashtra,27,2665,2483,23.94,4.46,34.08,543.35,54.99,769.47,17.744693,75.9263,72.33,43.08,88.85,6,1887.54
Solapur,Maharashtra,20,10067,661,14.26,16.17,15.55,840.35,51.87,2393.4,17.676383,75.908458,70.07,35.16,48.12,6,1043.17
Solapur,Maharashtra,24,3533,2476,7.43,14.21,29.23,345.21,51.6,1568.42,17.694133,75.853812,83.29,37.97,70.03,5,2288.23
Solapur,Maharashtra,12,7967,2199,12.83,12.74,39.77,174.04,60.33,2344.79,17.653458,75.89881,81.87,31.43,64.56,2,2259.22
Solapur,Maharashtra,50,1645,1584,23.19,11.3,14.64,942.42,53.9,628.02,17.648523,75.921203,62.85,25.23,49.72,4,148.29
Solapur,Maharashtra,35,5888,814,6.46,15.61,27.94,785.8,53.82,495.2,17.603472,75.936895,81.86,39.16,77.5,3,512.91
Solapur,Maharashtra,33,9332,748,7.31,4.4,34.24,1187.11,64.97,2161.18,17.67505,75.943404,65.1,8.06,53.78,7,1990.1
Solapur,Maharashtra,33,10123,2223,2.79,15.78,36.88,465.62,52.82,1750.16,17.672541,75.882744,55.74,35.29,59.09,7,884.29
Solapur,Maharashtra,51,10396,1806,2.82,14.32,29.56,149.17,52.22,588.46,17.623675,75.863583,82.97,49.87,58.74,1,337.65
Solapur,Maharashtra,43,9673,1547,21.16,13.59,13.49,902.47,51.48,783.0,17.714649,75.873693,80.79,40.11,52.21,2,1909.8
Solapur,Maharashtra,37,4132,2155,18.97,10.32,15.07,664.34,58.7,2031.56,17.673901,75.927617,71.43,18.08,61.54,7,1156.45
Solapur,Maharashtra,12,5994,1173,10.49,4.81,3.77,318.79,59.42,1216.59,17.650849,75.947148,76.03,17.5,63.67,4,1242.7
Solapur,Maharashtra,3,9556,1728,18.21,7.91,31.15,955.54,55.48,1725.77,17.622036,75.896639,92.89,35.02,77.21,6,544.92
Solapur,Maharashtra,1,9011,2649,11.39,14.39,4.58,308.21,58.03,898.13,17.682824,75.880535,78.81,45.31,78.25,3,1626.84
Solapur,Maharashtra,33,10655,2578,23.94,1.06,34.99,371.94,61.83,1045.89,17.712923,75.892919,81.32,31.01,47.93,4,1376.83
Solapur,Maharashtra,40,11926,2054,24.26,14.19,7.39,183.63,62.27,2478.17,17.6423,75.880481,57.56,28.73,69.64,2,591.21
Solapur,Maharashtra,10,11733,1222,11.34,4.7,9.36,527.36,64.37,731.9,17.632819,75.875649,61.64,12.22,84.81,3,895.96
Solapur,Maharashtra,43,3328,2459,21.72,3.03,20.63,549.2,62.36,1340.17,17.67829,75.909375,67.04,37.2,45.44,7,1480.88
Solapur,Maharashtra,44,11800,1336,19.89,2.52,30.3,656.31,58.47,2134.35,17.623301,75.851574,76.58,36.6,63.65,3,2228.71
Solapur,Maharashtra,29,10630,1716,9.47,0.98,8.14,874.04,52.69,712.17,17.699992,75.875955,86.06,48.51,77.52,3,2218.46
Solapur,Maharashtra,13,6305,2581,7.72,9.66,19.28,1094.83,51.5,1125.75,17.690802,75.916138,67.85,18.51,70.57,3,776.43
Solapur,Maharashtra,12,2306,613,12.81,4.32,20.87,234.26,50.82,1595.46,17.613062,75.853206,69.26,39.04,45.03,7,1797.22
Solapur,Maharashtra,31,11155,2556,20.08,17.82,10.85,140.87,60.0,1280.79,17.605478,75.85832,65.25,24.53,59.83,4,1888.18
Solapur,Maharashtra,46,8986,2297,24.1,10.55,7.28,100.75,62.11,1229.83,17.693043,75.87934,65.18,30.13,65.36,3,1964.12
Solapur,Maharashtra,2,9702,1337,19.68,2.91,33.95,240.86,57.63,1001.9,17.644144,75.93778,92.95,41.74,89.79,4,1421.34
Solapur,Maharashtra,51,3368,1956,21.74,12.55,21.59,816.9,50.82,1528.62,17.612967,75.926489,80.42,14.99,48.93,3,143.96
Solapur,Maharashtra,50,9378,2078,16.07,16.21,3.53,894.77,58.03,1617.28,17.713914,75.852216,61.24,20.43,89.12,3,1856.62
